material_name,page,zone_id,width_mm,height_mm,area_m2,bbox_area_m2,scale_mm_per_px,scale_source,area_px,width_px,height_px,bbox_px,material_line
Натуральный камень,1,p001-z0489,45.4,42.8,0.0002,0.0019,0.317134,dimension_line,2263.5,143,135,"[4587, 2584, 4730, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0490,46.0,43.4,0.0002,0.002,0.317134,dimension_line,2302.0,145,137,"[4624, 2584, 4769, 2721]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0491,45.4,42.8,0.0002,0.0019,0.317134,dimension_line,2278.5,143,135,"[4646, 2584, 4789, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0492,31.1,31.1,0.0002,0.001,0.317134,dimension_line,1579.0,98,98,"[4932, 2584, 5030, 2682]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0493,25.1,25.1,0.0001,0.0006,0.317134,dimension_line,1260.0,79,79,"[4932, 2584, 5011, 2663]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0494,45.0,43.1,0.0002,0.0019,0.317134,dimension_line,2291.0,142,136,"[5052, 2584, 5194, 2720]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0495,45.4,42.8,0.0002,0.0019,0.317134,dimension_line,2277.5,143,135,"[5071, 2584, 5214, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0496,46.3,43.4,0.0002,0.002,0.317134,dimension_line,2315.0,146,137,"[5107, 2584, 5253, 2721]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0497,42.2,41.5,0.0002,0.0018,0.317134,dimension_line,2089.0,133,131,"[5129, 2588, 5262, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0498,41.9,40.9,0.0002,0.0017,0.317134,dimension_line,2135.5,132,129,"[4085, 2590, 4217, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0499,40.3,40.6,0.0002,0.0016,0.317134,dimension_line,2091.5,127,128,"[3679, 2592, 3806, 2720]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0500,40.3,40.6,0.0002,0.0016,0.317134,dimension_line,2099.0,127,128,"[4442, 2592, 4569, 2720]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0501,38.1,40.6,0.0002,0.0015,0.317134,dimension_line,2032.5,120,128,"[3927, 2593, 4047, 2721]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0502,40.0,40.3,0.0002,0.0016,0.317134,dimension_line,2056.5,126,127,"[4684, 2593, 4810, 2720]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0503,38.1,40.6,0.0002,0.0015,0.317134,dimension_line,2048.5,120,128,"[4932, 2593, 5052, 2721]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0504,38.1,39.0,0.0002,0.0015,0.317134,dimension_line,2013.0,120,123,"[3806, 2597, 3926, 2720]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0505,37.7,38.7,0.0002,0.0015,0.317134,dimension_line,1990.5,119,122,"[4811, 2598, 4930, 2720]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0506,25.4,27.9,0.0001,0.0007,0.317134,dimension_line,1329.0,80,88,"[3806, 2599, 3886, 2687]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0507,25.1,27.6,0.0001,0.0007,0.317134,dimension_line,1303.5,79,87,"[4048, 2599, 4127, 2686]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0508,25.4,27.9,0.0001,0.0007,0.317134,dimension_line,1344.0,80,88,"[4569, 2599, 4649, 2687]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0509,25.4,27.6,0.0001,0.0007,0.317134,dimension_line,1312.5,80,87,"[4811, 2599, 4891, 2686]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0510,25.1,27.6,0.0001,0.0007,0.317134,dimension_line,1306.0,79,87,"[5053, 2599, 5132, 2686]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0511,34.9,34.9,0.0002,0.0012,0.317134,dimension_line,1757.5,110,110,"[5149, 2609, 5259, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0512,35.5,35.2,0.0002,0.0013,0.317134,dimension_line,1825.5,112,111,"[4103, 2610, 4215, 2721]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0513,33.9,33.6,0.0002,0.0011,0.317134,dimension_line,1690.0,107,106,"[3940, 2613, 4047, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0514,33.3,33.6,0.0002,0.0011,0.317134,dimension_line,1693.0,105,106,"[4463, 2613, 4568, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0515,33.6,33.6,0.0002,0.0011,0.317134,dimension_line,1716.5,106,106,"[4704, 2613, 4810, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0516,33.9,33.6,0.0002,0.0011,0.317134,dimension_line,1714.0,107,106,"[4945, 2613, 5052, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0517,33.3,33.3,0.0002,0.0011,0.317134,dimension_line,1687.0,105,105,"[3700, 2614, 3805, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0518,30.1,30.1,0.0002,0.0009,0.317134,dimension_line,1495.5,95,95,"[4124, 2624, 4219, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0519,29.5,28.9,0.0001,0.0009,0.317134,dimension_line,1488.5,93,91,"[5167, 2629, 5260, 2720]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0520,27.3,27.3,0.0001,0.0007,0.317134,dimension_line,1373.0,86,86,"[3719, 2633, 3805, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0521,27.3,27.3,0.0001,0.0007,0.317134,dimension_line,1358.5,86,86,"[3961, 2633, 4047, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0522,27.3,27.3,0.0001,0.0007,0.317134,dimension_line,1388.5,86,86,"[4482, 2633, 4568, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0523,27.3,27.3,0.0001,0.0007,0.317134,dimension_line,1358.5,86,86,"[4724, 2633, 4810, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0524,27.3,27.3,0.0001,0.0007,0.317134,dimension_line,1376.5,86,86,"[4965, 2633, 5051, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0525,181.1,103.4,0.0088,0.0187,0.317134,dimension_line,87476.0,571,326,"[1441, 2640, 2012, 2966]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0526,25.1,24.7,0.0001,0.0006,0.317134,dimension_line,1217.5,79,78,"[5187, 2641, 5266, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0527,26.0,24.7,0.0001,0.0006,0.317134,dimension_line,1276.5,82,78,"[1428, 2642, 1510, 2720]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0528,24.4,23.8,0.0001,0.0006,0.317134,dimension_line,1205.5,77,75,"[3824, 2644, 3901, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0529,24.4,23.8,0.0001,0.0006,0.317134,dimension_line,1211.0,77,75,"[4829, 2644, 4906, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0530,25.4,22.8,0.0001,0.0006,0.317134,dimension_line,1211.5,80,72,"[1390, 2647, 1470, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0531,25.4,22.8,0.0001,0.0006,0.317134,dimension_line,1210.5,80,72,"[1409, 2647, 1489, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0532,25.4,22.8,0.0001,0.0006,0.317134,dimension_line,1214.5,80,72,"[1448, 2647, 1528, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0533,25.4,22.8,0.0001,0.0006,0.317134,dimension_line,1205.5,80,72,"[1468, 2647, 1548, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0534,25.4,22.8,0.0001,0.0006,0.317134,dimension_line,1212.0,80,72,"[1710, 2647, 1790, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0535,23.8,23.5,0.0001,0.0006,0.317134,dimension_line,1192.0,75,74,"[2341, 2647, 2416, 2721]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0536,25.7,22.8,0.0001,0.0006,0.317134,dimension_line,1217.5,81,72,"[2355, 2647, 2436, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0537,26.0,23.5,0.0001,0.0006,0.317134,dimension_line,1247.5,82,74,"[2373, 2647, 2455, 2721]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0538,25.4,22.8,0.0001,0.0006,0.317134,dimension_line,1194.5,80,72,"[2394, 2647, 2474, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0539,25.4,22.8,0.0001,0.0006,0.317134,dimension_line,1215.5,80,72,"[2414, 2647, 2494, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0540,25.4,23.2,0.0001,0.0006,0.317134,dimension_line,1199.5,80,73,"[2433, 2647, 2513, 2720]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0541,25.4,22.8,0.0001,0.0006,0.317134,dimension_line,1212.5,80,72,"[2453, 2647, 2533, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0542,25.4,22.8,0.0001,0.0006,0.317134,dimension_line,1213.5,80,72,"[2936, 2647, 3016, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0543,25.4,22.8,0.0001,0.0006,0.317134,dimension_line,1196.0,80,72,"[2956, 2647, 3036, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0544,25.1,23.2,0.0001,0.0006,0.317134,dimension_line,1213.0,79,73,"[3043, 2647, 3122, 2720]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0545,25.4,22.8,0.0001,0.0006,0.317134,dimension_line,1213.5,80,72,"[3061, 2647, 3141, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0546,25.4,22.8,0.0001,0.0006,0.317134,dimension_line,1204.5,80,72,"[3081, 2647, 3161, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0547,26.0,23.5,0.0001,0.0006,0.317134,dimension_line,1250.5,82,74,"[3098, 2647, 3180, 2721]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0548,25.7,22.8,0.0001,0.0006,0.317134,dimension_line,1206.5,81,72,"[3119, 2647, 3200, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0549,22.5,22.8,0.0001,0.0005,0.317134,dimension_line,1129.5,71,72,"[3139, 2647, 3210, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0550,23.5,22.8,0.0001,0.0005,0.317134,dimension_line,1170.0,74,72,"[4144, 2647, 4218, 2719]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0551,13.6,48.8,0.0001,0.0007,0.317134,dimension_line,1071.0,43,154,"[1273, 2649, 1316, 2803]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0552,13.3,54.2,0.0007,0.0007,0.317134,dimension_line,6950.0,42,171,"[44, 2688, 86, 2859]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0553,13.3,53.9,0.0007,0.0007,0.317134,dimension_line,6927.0,42,170,"[87, 2688, 129, 2858]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0554,13.3,54.2,0.0007,0.0007,0.317134,dimension_line,6802.0,42,171,"[130, 2688, 172, 2859]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0555,48.5,44.4,0.0005,0.0022,0.317134,dimension_line,4539.5,153,140,"[4064, 2720, 4217, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0556,36.2,33.6,0.0002,0.0012,0.317134,dimension_line,1781.5,114,106,"[1382, 2721, 1496, 2827]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0557,30.8,30.8,0.0002,0.0009,0.317134,dimension_line,1554.5,97,97,"[2346, 2721, 2443, 2818]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0558,46.6,44.1,0.0002,0.0021,0.317134,dimension_line,2337.5,147,139,"[2354, 2721, 2501, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0559,46.0,43.4,0.0002,0.002,0.317134,dimension_line,2307.5,145,137,"[2598, 2721, 2743, 2858]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0560,38.1,39.6,0.0002,0.0015,0.317134,dimension_line,2404.0,120,125,"[2801, 2721, 2921, 2846]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0561,39.6,39.6,0.0002,0.0016,0.317134,dimension_line,2035.0,125,125,"[3043, 2721, 3168, 2846]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0562,30.4,30.4,0.0002,0.0009,0.317134,dimension_line,1495.0,96,96,"[3351, 2721, 3447, 2817]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0563,46.9,44.1,0.0002,0.0021,0.317134,dimension_line,2348.5,148,139,"[3358, 2721, 3506, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0564,39.6,39.6,0.0002,0.0016,0.317134,dimension_line,2072.5,125,125,"[3564, 2721, 3689, 2846]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0565,45.7,43.4,0.0002,0.002,0.317134,dimension_line,2285.0,144,137,"[3603, 2721, 3747, 2858]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0566,38.1,39.6,0.0002,0.0015,0.317134,dimension_line,2400.5,120,125,"[3806, 2721, 3926, 2846]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0567,39.3,39.3,0.0002,0.0015,0.317134,dimension_line,2014.0,124,124,"[4048, 2721, 4172, 2845]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0568,30.1,29.5,0.0002,0.0009,0.317134,dimension_line,1542.5,95,93,"[4357, 2721, 4452, 2814]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0569,46.9,44.1,0.0002,0.0021,0.317134,dimension_line,2341.5,148,139,"[4363, 2721, 4511, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0570,39.6,39.6,0.0002,0.0016,0.317134,dimension_line,2061.0,125,125,"[4569, 2721, 4694, 2846]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0571,46.0,43.4,0.0002,0.002,0.317134,dimension_line,2305.5,145,137,"[4607, 2721, 4752, 2858]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0572,37.7,39.6,0.0002,0.0015,0.317134,dimension_line,2367.0,119,125,"[4811, 2721, 4930, 2846]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0573,39.3,39.3,0.0002,0.0015,0.317134,dimension_line,2038.0,124,124,"[5053, 2721, 5177, 2845]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0574,45.7,43.4,0.0002,0.002,0.317134,dimension_line,2291.0,144,137,"[5091, 2721, 5235, 2858]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0575,35.5,33.0,0.0002,0.0012,0.317134,dimension_line,1735.0,112,104,"[1343, 2723, 1455, 2827]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0576,35.5,33.0,0.0002,0.0012,0.317134,dimension_line,1759.5,112,104,"[1363, 2723, 1475, 2827]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0577,35.5,33.0,0.0002,0.0012,0.317134,dimension_line,1757.5,112,104,"[1402, 2723, 1514, 2827]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0578,35.5,33.0,0.0002,0.0012,0.317134,dimension_line,1755.5,112,104,"[1421, 2723, 1533, 2827]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0579,31.4,31.7,0.0002,0.001,0.317134,dimension_line,1606.0,99,100,"[1917, 2723, 2016, 2823]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0580,25.4,25.4,0.0001,0.0006,0.317134,dimension_line,1292.0,80,80,"[1917, 2723, 1997, 2803]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0581,37.1,36.2,0.0002,0.0013,0.317134,dimension_line,1889.5,117,114,"[2343, 2723, 2460, 2837]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0582,41.5,41.5,0.0002,0.0017,0.317134,dimension_line,2136.5,131,131,"[2349, 2723, 2480, 2854]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0583,46.0,43.4,0.0002,0.002,0.317134,dimension_line,2311.0,145,137,"[2374, 2723, 2519, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0584,46.0,43.4,0.0002,0.002,0.317134,dimension_line,2319.5,145,137,"[2393, 2723, 2538, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0585,46.0,43.1,0.0002,0.002,0.317134,dimension_line,2285.5,145,136,"[2413, 2723, 2558, 2859]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0586,46.0,43.4,0.0002,0.002,0.317134,dimension_line,2292.0,145,137,"[2576, 2723, 2721, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0587,40.9,40.6,0.0002,0.0017,0.317134,dimension_line,2115.5,129,128,"[2671, 2723, 2800, 2851]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0588,34.6,34.6,0.0002,0.0012,0.317134,dimension_line,1765.5,109,109,"[2671, 2723, 2780, 2832]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0589,28.2,28.2,0.0001,0.0008,0.317134,dimension_line,1428.5,89,89,"[2671, 2723, 2760, 2812]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0590,37.7,37.7,0.0002,0.0014,0.317134,dimension_line,1939.5,119,119,"[2922, 2723, 3041, 2842]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0591,31.4,31.4,0.0002,0.001,0.317134,dimension_line,1608.5,99,99,"[2922, 2723, 3021, 2822]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0592,25.4,25.4,0.0001,0.0006,0.317134,dimension_line,1278.0,80,80,"[2922, 2723, 3002, 2803]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0593,45.0,43.4,0.0002,0.002,0.317134,dimension_line,2297.0,142,137,"[3043, 2723, 3185, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0594,46.3,43.4,0.0002,0.002,0.317134,dimension_line,2319.5,146,137,"[3059, 2723, 3205, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0595,34.6,33.9,0.0002,0.0012,0.317134,dimension_line,1772.0,109,107,"[3356, 2723, 3465, 2830]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0596,40.0,40.3,0.0002,0.0016,0.317134,dimension_line,2043.5,126,127,"[3358, 2723, 3484, 2850]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0597,46.0,43.4,0.0002,0.002,0.317134,dimension_line,2303.5,145,137,"[3378, 2723, 3523, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0598,46.3,43.4,0.0002,0.002,0.317134,dimension_line,2324.0,146,137,"[3397, 2723, 3543, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0599,45.7,42.8,0.0002,0.002,0.317134,dimension_line,2294.5,144,135,"[3419, 2723, 3563, 2858]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0600,45.4,43.4,0.0002,0.002,0.317134,dimension_line,2300.0,143,137,"[3564, 2723, 3707, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0601,46.0,43.4,0.0002,0.002,0.317134,dimension_line,2319.0,145,137,"[3581, 2723, 3726, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0602,46.0,43.4,0.0002,0.002,0.317134,dimension_line,2320.5,145,137,"[3620, 2723, 3765, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0603,46.0,43.4,0.0002,0.002,0.317134,dimension_line,2308.0,145,137,"[3639, 2723, 3784, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0604,45.4,42.8,0.0002,0.0019,0.317134,dimension_line,2286.5,143,135,"[3661, 2723, 3804, 2858]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0605,37.7,37.7,0.0002,0.0014,0.317134,dimension_line,1939.0,119,119,"[3927, 2723, 4046, 2842]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0606,31.4,31.4,0.0002,0.001,0.317134,dimension_line,1665.0,99,99,"[3927, 2723, 4026, 2822]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0607,25.4,25.4,0.0001,0.0006,0.317134,dimension_line,1271.0,80,80,"[3927, 2723, 4007, 2803]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0608,45.0,43.4,0.0002,0.002,0.317134,dimension_line,2298.5,142,137,"[4048, 2723, 4190, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0609,43.1,42.2,0.0002,0.0018,0.317134,dimension_line,2218.5,136,133,"[4353, 2723, 4489, 2856]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0610,34.3,34.3,0.0002,0.0012,0.317134,dimension_line,1744.5,108,108,"[4362, 2723, 4470, 2831]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0611,46.0,43.4,0.0002,0.002,0.317134,dimension_line,2316.5,145,137,"[4383, 2723, 4528, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0612,46.3,43.4,0.0002,0.002,0.317134,dimension_line,2317.5,146,137,"[4402, 2723, 4548, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0613,45.4,42.8,0.0002,0.0019,0.317134,dimension_line,2289.0,143,135,"[4424, 2723, 4567, 2858]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0614,45.0,43.4,0.0002,0.002,0.317134,dimension_line,2284.0,142,137,"[4569, 2723, 4711, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0615,46.0,43.4,0.0002,0.002,0.317134,dimension_line,2319.0,145,137,"[4586, 2723, 4731, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0616,46.0,43.4,0.0002,0.002,0.317134,dimension_line,2317.5,145,137,"[4625, 2723, 4770, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0617,46.0,43.4,0.0002,0.002,0.317134,dimension_line,2317.0,145,137,"[4644, 2723, 4789, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0618,45.7,42.8,0.0002,0.002,0.317134,dimension_line,2277.5,144,135,"[4665, 2723, 4809, 2858]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0619,37.7,37.7,0.0002,0.0014,0.317134,dimension_line,1951.5,119,119,"[4932, 2723, 5051, 2842]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0620,31.4,31.4,0.0002,0.001,0.317134,dimension_line,1597.5,99,99,"[4932, 2723, 5031, 2822]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0621,25.1,25.4,0.0001,0.0006,0.317134,dimension_line,1265.0,79,80,"[4932, 2723, 5011, 2803]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0622,45.4,43.4,0.0002,0.002,0.317134,dimension_line,2301.0,143,137,"[5052, 2723, 5195, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0623,46.0,43.4,0.0002,0.002,0.317134,dimension_line,2315.0,145,137,"[5069, 2723, 5214, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0624,46.0,43.4,0.0002,0.002,0.317134,dimension_line,2319.5,145,137,"[5108, 2723, 5253, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0625,42.8,42.5,0.0002,0.0018,0.317134,dimension_line,2198.5,135,134,"[5127, 2726, 5262, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0626,34.9,37.7,0.0002,0.0013,0.317134,dimension_line,1868.0,110,119,"[2560, 2727, 2670, 2846]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0627,40.9,40.9,0.0002,0.0017,0.317134,dimension_line,2106.5,129,129,"[3081, 2729, 3210, 2858]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0628,40.3,40.6,0.0002,0.0016,0.317134,dimension_line,2074.0,127,128,"[3437, 2732, 3564, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0629,40.6,40.6,0.0002,0.0016,0.317134,dimension_line,2081.0,128,128,"[3678, 2732, 3806, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0630,40.3,40.6,0.0002,0.0016,0.317134,dimension_line,2070.0,127,128,"[4442, 2732, 4569, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0631,38.1,40.6,0.0004,0.0015,0.317134,dimension_line,3780.0,120,128,"[4932, 2732, 5052, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
Натуральный камень,1,p001-z0632,40.3,40.3,0.0002,0.0016,0.317134,dimension_line,2090.5,127,127,"[2432, 2733, 2559, 2860]",ИЛ ТИТ © Натуральный камень 30 мм
